stock_code,exchange,current_short_name,org_id,announcement_id,announcement_title,announcement_sec_name,announcement_date,pdf_url,query_keyword,query_period,retrieved_date,review_status,event_candidate_type,pdf_parse_status,date_evidence_excerpt,manual_review_status
002157,深圳证券交易所,正邦科技,9900003434,1218719947,关于撤销公司股票因重整而被实施退市风险警示暨继续被实施退市风险警示的公告,*ST 正邦,2023-12-25,https://static.cninfo.com.cn/finalpage/2023-12-26/1218719947.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,撤销或风险类型转换,PDF文本提取成功,重要内容提示： 2023 年 12 月 15 日，江西正邦科技股份有限公司（以下简称“公司”或“正 邦科技”）收到江西省南昌市中级人民法院（以下简称“南昌中院”）送达的（2023） || 2023 年 12 月 15 日，江西正邦科技股份有限公司（以下简称“公司”或“正 邦科技”）收到江西省南昌市中级人民法院（以下简称“南昌中院”）送达的（2023） 赣 01 破 16 号之四《民事裁定书》，裁定确认江西正邦科技股份有限公司重整计 || 警示情形已经消除，公司于 2023 年 12 月 18 日按照《深圳证券交易所股票上市 规则（2023 年 8 月修订）》（以下简称“《上市规则》”）的相关规定，向深 圳证券交易所（以下简称“深交所”）申请撤销相应的退市风险警示。 || 规则（2023 年 8 月修订）》（以下简称“《上市规则》”）的相关规定，向深 圳证券交易所（以下简称“深交所”）申请撤销相应的退市风险警示。 2023 年 12 月 25 日，公司收到深交所通知，深交所经审核同意公司撤销因 || 圳证券交易所（以下简称“深交所”）申请撤销相应的退市风险警示。 2023 年 12 月 25 日，公司收到深交所通知，深交所经审核同意公司撤销因 重整而被实施退市风险警示的申请。 || 2023 年 12 月 25 日，公司收到深交所通知，深交所经审核同意公司撤销因 重整而被实施退市风险警示的申请。 鉴于公司因 2022 年度经审计的期末净资产为负值，触及《上市规则》第 9.3.1 || 鉴于公司因 2022 年度经审计的期末净资产为负值，触及《上市规则》第 9.3.1 条第一款第（二）项的规定，公司股票交易仍存在被实施退市风险警示的情形， 公司股票将继续被深交所实施退市风险警示，若公司 2023 年度经审计的财务会 || 条第一款第（二）项的规定，公司股票交易仍存在被实施退市风险警示的情形， 公司股票将继续被深交所实施退市风险警示，若公司 2023 年度经审计的财务会 计报告出现相关财务指标触及《上市规则》第 9.3.11 条相关规定的情形，公司股 || 公司因 2022 年度经审计的期末净资产为负值，触及《上市规则》第 9.3.1 条第一款第（二）项的规定，公司股票交易已于 2023 年 5 月 5 日被实施退市风 险警示，详见公司于 2023 年 4 月 29 日在《证券时报》《证券日报》《上海证券 || 险警示，详见公司于 2023 年 4 月 29 日在《证券时报》《证券日报》《上海证券 报》和巨潮资讯网（www.cninfo.com.cn）披露的《关于公司股票交易被实行退 市风险警示暨停牌的公告》（公告编号：2023-055）。 || 因南昌中院依法裁定受理公司重整，根据《上市规则》第 9.4.1 条第（七） 项的规定，公司股票交易已于 2023 年 7 月 21 日被叠加实施退市风险警示。 || 已按照《上市规则》的相关规定向深交所申请撤销相应的退市风险警示。具体内 容详见公司同日披露的《关于申请撤销公司股票因重整而被实施退市风险警示暨 继续被实施退市风险警示的公告》（公告编号：2023-220）。 || 容详见公司同日披露的《关于申请撤销公司股票因重整而被实施退市风险警示暨 继续被实施退市风险警示的公告》（公告编号：2023-220）。 2023 年 12 月 25 日，公司收到深交所通知，深交所经审核同意公司撤销因 || 继续被实施退市风险警示的公告》（公告编号：2023-220）。 2023 年 12 月 25 日，公司收到深交所通知，深交所经审核同意公司撤销因 重整而被实施退市风险警示的申请。 || 2023 年 12 月 25 日，公司收到深交所通知，深交所经审核同意公司撤销因 重整而被实施退市风险警示的申请。 || 三、公司股票继续被深交所实施退市风险警示的情况 公司仍因 2022 年度经审计的期末净资产为负值，被深交所实施退市风险警 || 三、公司股票继续被深交所实施退市风险警示的情况 公司仍因 2022 年度经审计的期末净资产为负值，被深交所实施退市风险警 示，公司股票简称仍为“*ST 正邦”，股票代码仍为 002157，公司股票仍在风 || 公司仍因 2022 年度经审计的期末净资产为负值，被深交所实施退市风险警 示，公司股票简称仍为“*ST 正邦”，股票代码仍为 002157，公司股票仍在风 险警示板交易，股票价格的日涨跌幅限制仍为 5%。 || 1、公司因 2022 年度经审计的期末净资产为负值，触及《上市规则》第 9.3.1 条第一款第（二）项的规定，公司股票交易已于 2023 年 5 月 5 日被实施退市风,待人工判定实际生效日及风险状态是否连续
002200,深圳证券交易所,交投生态,9900003907,63632730,关于撤销退市风险警示的提示性公告,*ST大地,2014-03-03,https://static.cninfo.com.cn/finalpage/2014-03-04/63632730.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,撤销或风险类型转换,PDF文本提取成功,"一、特别提示 1、公司股票交易于2014年3月4日停牌1天，于2014年3月5日开市时起复牌； 2、公司股票交易自2014年3月5日开市时起撤销退市风险警示。证券简称由 || 1、公司股票交易于2014年3月4日停牌1天，于2014年3月5日开市时起复牌； 2、公司股票交易自2014年3月5日开市时起撤销退市风险警示。证券简称由 “*ST大地”变更为“绿大地”；证券代码不变，仍为“002200”；日涨跌幅限 || 制由5%变为10%。 二、公司股票交易被实施退市风险警示的情况 因中准会计师事务所有限公司对公司 2010 年度财务报告出具了无法表示意 || 见的审计报告。根据《深圳证券交易所股票上市规则》，2011 年 5 月 4 日公司股 票被实行“退市风险警示”的特别处理。2013 年 4 月 22 日，山东正源和信有限 责任会计师事务所（现更名为山东和信会计师事务所（特殊普通合伙））对本公 || 票被实行“退市风险警示”的特别处理。2013 年 4 月 22 日，山东正源和信有限 责任会计师事务所（现更名为山东和信会计师事务所（特殊普通合伙））对本公 司 2012 年度财务报告出具了带强调事项段无保留意见的审计报告。2012 年年度 || 司 2012 年度财务报告出具了带强调事项段无保留意见的审计报告。2012 年年度 审计结果已经表明公司股票原被实行退市风险警示的情形已消除。因公司 2011 年、2012 年连续两个会计年度经审计净利润均为负值，根据《深圳证券交易所 || 年、2012 年连续两个会计年度经审计净利润均为负值，根据《深圳证券交易所 股票上市规则》的有关规定，公司股票交易自 2013 年 4 月 25 日起继续被实行退 市风险警示（*ST）。 || 益为 34,518.35 万元。 四、公司股票交易符合撤销退市风险警示的条件 根据《深圳证券交易所股票上市规则》（2012 年修订）13.2.9 条规定：“上 || 市公司最近一个会计年度审计结果表明本规则 13.2.1 条第（一）项至第（四） 项规定情形已消除的，公司可以向本所申请对其股票交易撤销退市风险警示。” 经审计，山东和信会计师事务所（特殊普通合伙）对本公司2013年度财务报 || 司董事会认为，根据上述相关规定及公司2013年度财务报告审计结果，公司符合 撤销股票交易退市风险警示的条件，且公司不存在《深圳证券交易所股票上市规 则》 || 则》 （2012年修订）规定的其他需要实行退市风险警示或其他风险警示的情形。 || 2014年2月16日经公司第五届董事会第十二次会议审议批准，公司向深圳证券交 易所提交了撤销退市风险警示的申请。 五、公司申请事项获得深圳证券交易所审核同意 || 五、公司申请事项获得深圳证券交易所审核同意 日前，公司提交的撤销退市风险警示申请获得深圳证券交易所审核同意。根 据有关规定，公司股票交易于2014年3月4日停牌1天，证券简称自2014年3月5日 || 日前，公司提交的撤销退市风险警示申请获得深圳证券交易所审核同意。根 据有关规定，公司股票交易于2014年3月4日停牌1天，证券简称自2014年3月5日 起由“*ST大地”变更为“绿大地”，证券代码不变，仍为“002200”，日涨跌",待人工判定实际生效日及风险状态是否连续
002200,深圳证券交易所,交投生态,9900003907,1206090426,关于公司股票交易被实施退市风险警示的公告,云投生态,2019-04-24,https://static.cninfo.com.cn/finalpage/2019-04-25/1206090426.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,特别提示： 1、公司股票于2019年4月25日停牌一天，并于2019年4月26日开市起复牌； 2、公司股票自2019年4月26日起被实施“退市风险警示”特别处理，股票简 || 1、公司股票于2019年4月25日停牌一天，并于2019年4月26日开市起复牌； 2、公司股票自2019年4月26日起被实施“退市风险警示”特别处理，股票简 称由“云投生态”变更为“*ST云投”； || 因云南云投生态环境科技股份有限公司（以下简称“公司”）2017年度、2018 年度连续两个会计年度经审计的净利润均为负值，根据《深圳证券交易所股票上 || 3、股票代码仍为“002200”； 4、实施退市风险警示的起始日：2019年4月26日 5、实施退市风险警示后股票交易的日涨跌幅限制为5%。 || 4、实施退市风险警示的起始日：2019年4月26日 5、实施退市风险警示后股票交易的日涨跌幅限制为5%。 || 二、实施退市风险警示的主要原因 公司2017、2018年度连续两个年度经审计的净利润均为负值，根据《深圳证 || 券交易所股票上市规则》第13.2.1条的相关规定，公司股票交易将于2019年4月 25日停牌一天，自2019年4月26日复牌后被实施“退市风险警示”特别处理。 || 公司因2017年、2018年连续两年亏损，公司股票被实施退市风险警示。公司 董事会正在积极采取措施，力争2019年扭亏为盈，消除退市风险。主要措施如下：,待人工判定实际生效日及风险状态是否连续
002200,深圳证券交易所,交投生态,9900003907,1207889369,关于股票撤销退市风险警示并被实施其他风险警示的公告,*ST云投,2020-06-02,https://static.cninfo.com.cn/finalpage/2020-06-03/1207889369.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,撤销或风险类型转换,PDF文本提取成功,1、公司股票于2020年6月3日停牌一天，并于2020年6月4日开市起复牌； || 2、公司股票自2020年6月4日起被实施“其他风险警示”特别处理，股票简 || 因云南云投生态环境科技股份有限公司（以下简称“公司”）2017年度、2018 || 市规则》的相关规定，深圳证券交易所于2019年4月26日对公司股票交易实行“退 || 4、实施其它风险警示的起始日：2020年6月4日 || 别处理，公司股票交易将于2020年6月3日停牌一天，自2020年6月4日复牌后被实,待人工判定实际生效日及风险状态是否连续
002234,深圳证券交易所,民和股份,9900004604,63870312,关于公司股票交易实行退市风险警示的公告,民和股份,2014-04-20,https://static.cninfo.com.cn/finalpage/2014-04-21/63870312.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002234 证券简称：民和股份 公告编号：2014-028 || 1、公司股票 2014 年 4 月 21 日开市起停牌一天，并于 2014 年 4 月 22 日 开市起复牌。 2、公司股票自 2014 年 4 月 22 日起实施“退市风险警示”特别处理，股票 || 开市起复牌。 2、公司股票自 2014 年 4 月 22 日起实施“退市风险警示”特别处理，股票 简称将由“民和股份”变更为“*ST 民和”。 || 2、公司股票自 2014 年 4 月 22 日起实施“退市风险警示”特别处理，股票 简称将由“民和股份”变更为“*ST 民和”。 3、实行退市风险警示后公司股票交易的日涨跌幅限制为 5%。 || 简称将由“民和股份”变更为“*ST 民和”。 3、实行退市风险警示后公司股票交易的日涨跌幅限制为 5%。 由于山东民和牧业股份有限公司（以下简称“公司”或“本公司”）2012 年 || 3、实行退市风险警示后公司股票交易的日涨跌幅限制为 5%。 由于山东民和牧业股份有限公司（以下简称“公司”或“本公司”）2012 年 度、2013 年度连续两年亏损，根据《深圳证券交易所股票上市规则》的相关规 || 度、2013 年度连续两年亏损，根据《深圳证券交易所股票上市规则》的相关规 定，深圳证券交易所将对本公司股票实行“退市风险警示”的特别处理，现将有 关事项公告如下： || （四）公司股票 2014 年 4 月 21 日开市起停牌一天，并于 2014 年 4 月 22 日开市起实施“退市风险警示”特别处理； （五）实行退市风险警示后股票交易的日涨跌幅限制为 5%。,待人工判定实际生效日及风险状态是否连续
002234,深圳证券交易所,民和股份,9900004604,1200780212,关于公司股票撤销退市风险警示的提示性公告,*ST民和,2015-04-01,https://static.cninfo.com.cn/finalpage/2015-04-02/1200780212.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,撤销或风险类型转换,PDF文本提取成功,证券代码：002234 证券简称：*ST 民和 公告编号：2015-017 || 一、特别提示 1、山东民和牧业股份有限公司（以下简称“公司”）股票交易于2015年4月 2日停牌一天，于2015年4月3日开市起复牌。 || 1、山东民和牧业股份有限公司（以下简称“公司”）股票交易于2015年4月 2日停牌一天，于2015年4月3日开市起复牌。 2、公司股票交易自2015年4月3日开市起撤销退市风险警示，撤销退市风险 || 2日停牌一天，于2015年4月3日开市起复牌。 2、公司股票交易自2015年4月3日开市起撤销退市风险警示，撤销退市风险 警示后的股票简称由“*ST民和”变更为“民和股份”，股票代码不变，仍为 || 2、公司股票交易自2015年4月3日开市起撤销退市风险警示，撤销退市风险 警示后的股票简称由“*ST民和”变更为“民和股份”，股票代码不变，仍为 “002234”，股票价格的日涨跌幅限制由“5%”变为“10%”。 || 二、公司股票交易被实施退市风险警示的情况 公司因 2012年、2013年连续二个会计年度经审计净利润均为负值，根据《深 || 公司因 2012年、2013年连续二个会计年度经审计净利润均为负值，根据《深 圳证券交易所股票上市规则》规定，公司股票自 2014年4月22日起被实行“退 市风险警示”的特别处理。 || 答复： 项目建设：公司2012年实施沼液提纯浓缩项目，以全资子公司山东民和生 物科技有限公司为主体承担建设实施沼液提纯浓缩项目，该项目在畜禽粪便发电 || 项目建设：公司2012年实施沼液提纯浓缩项目，以全资子公司山东民和生 物科技有限公司为主体承担建设实施沼液提纯浓缩项目，该项目在畜禽粪便发电 的基础上，利用发酵产生的沼液，通过纳米膜提纯和浓缩技术，生产纯有机液体 || 公司董事会认为，根据上述相关规定及公司2014年度经营情况，公司符合 申请撤销股票退市风险警示的条件，且公司不存在《深圳证券交易所股票上市规 则》规定的其他需要实行退市风险警示或其它风险警示的情形。 || 申请撤销股票退市风险警示的条件，且公司不存在《深圳证券交易所股票上市规 则》规定的其他需要实行退市风险警示或其它风险警示的情形。 2015年3月18日经公司第五届董事会第十五次会议审议通过《关于申请公司 || 2015年3月18日经公司第五届董事会第十五次会议审议通过《关于申请公司 撤销退市风险警示的议案》。公司于2015年3月19日向深圳证券交易所提交了撤 销退市风险警示的申请。 || 六、公司申请事项获得深圳证券交易所审核同意 公司提交的撤销退市风险警示申请获得深圳证券交易所审核同意。根据有关 规定，公司股票交易于2015年4月2日停牌一天，于2015年4月3日开市起复牌并 || 公司提交的撤销退市风险警示申请获得深圳证券交易所审核同意。根据有关 规定，公司股票交易于2015年4月2日停牌一天，于2015年4月3日开市起复牌并 撤销退市风险警示。撤销退市风险警示后的股票简称由“*ST民和”变更为“民 || 规定，公司股票交易于2015年4月2日停牌一天，于2015年4月3日开市起复牌并 撤销退市风险警示。撤销退市风险警示后的股票简称由“*ST民和”变更为“民 和股份”，股票代码不变，仍为“002234”，股票价格的日涨跌幅限制由“5%”,待人工判定实际生效日及风险状态是否连续
002321,深圳证券交易所,华英农业,9900009334,1209860413,关于公司股票交易被实行退市风险警示且实行其他风险警示暨停牌的公告,华英农业,2021-04-28,https://static.cninfo.com.cn/finalpage/2021-04-29/1209860413.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002321 证券简称：华英农业 公告编号：2021-029 || 1、公司股票将于 2021年 4 月 29 日（星期四）停牌一天，并 于 2021年 4 月 30 日（星期五）开市起复牌。 2、公司股票自2021年4月30日起被实行“退市风险警示”且“其 || 于 2021年 4 月 30 日（星期五）开市起复牌。 2、公司股票自2021年4月30日起被实行“退市风险警示”且“其 他风险警示”处理，股票简称由“华英农业”变更为“*ST 华英”， || 2、公司股票自2021年4月30日起被实行“退市风险警示”且“其 他风险警示”处理，股票简称由“华英农业”变更为“*ST 华英”， 股票代码仍为 002321。 || 河南华英农业发展股份有限公司（以下简称“公司”）2020 年 度财务会计报告被亚太（集团）会计师事务所（特殊普通合伙）出具 || （2020年修订）第13.3条、第14.3.1 条等规定，深圳证券交易所将对公司股票交易实行“退市风险警示” 及“其他风险警示”处理，现将相关事项公告如下： || 不变，仍为002321； 4、被实行退市风险警示且其他风险警示处理的起始日：2021年 4 月 30 日； || 的日涨跌幅限制为 5%。 二、被实行退市风险警示且其他风险警示处理的主要原因 公司2020 年度财务会计报告被亚太（集团）会计师事务所（特 || 股票自2021 年 4月 29 日开市起停牌一天，自 2021年 4 月 30 日 复牌后被实行“退市风险警示” 及“其他风险警示”处理。 三、公司董事会关于争取撤销退市风险警示且其他风险警示的意,待人工判定实际生效日及风险状态是否连续
002321,深圳证券交易所,华英农业,9900009334,1211439199,关于公司股票被叠加实施其他风险警示的公告,*ST华英,2021-10-31,https://static.cninfo.com.cn/finalpage/2021-11-01/1211439199.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002321 证券简称：*ST华英 公告编号：2021-070 || 1、公司股票自 2021 年 11月1日起叠加实施“其他风险警示” 特别处理，股票简称仍为“*ST华英”； || 经河南华英农业发展股份有限公司（以下简称“公司”）自查， 公司控股股东河南省潢川华英禽业总公司（简称“控股股东”，“华 英禽业总公司”）在2019年度以公司名义开展融资行为，实质上构成 || 4、原实施退市风险警示及其他风险警示的起始日：2021年4月30 日 || 日 5、实施退市风险警示叠加其他风险警示的起始日：2021年11月1 || 日涨跌幅限制为：5% 二、被叠加实施其他风险警示的原因 经公司自查，公司控股股东在2019年度以公司名义开展融资行 || 票上市规则》（2020年修订）第13.3条及第13.4条规定，公司股票交 易将被深交所实施其他风险警示。 三、董事会关于争取撤销风险警示的意见及具体措施 || 四、风险提示 1、公司股票存在被叠加实施退市风险警示的风险 因公司2020年度财务会计报告被亚太（集团）会计师事务所（特 || 了无法表示意见，根据《深圳证券交易所股票上市规则》（2020年修 订）（以下简称“《上市规则》”）第13.3条、第14.3.1条等之规定， 深圳证券交易所已对公司股票交易实行了“其他风险警示”及“退市 || 目前，公司股票交易已被深交所实行了“退市风险警示”叠加“其 他风险警示”处理，如果公司2021年度出现《上市规则》第14.3.11,待人工判定实际生效日及风险状态是否连续
002321,深圳证券交易所,华英农业,9900009334,1211665632,关于公司股票被叠加实施退市风险警示的公告（2021-072）,*ST华英,2021-11-21,https://static.cninfo.com.cn/finalpage/2021-11-22/1211665632.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,实施或叠加,PDF文本提取成功,证券代码：002321 证券简称：*ST华英 公告编号：2021-072 || 重要提示： 1、公司股票自 2021 年 11月22日起叠加实施“退市风险警示” 特别处理，股票简称仍为“*ST华英”； || 1、公司股票自 2021 年 11月22日起叠加实施“退市风险警示” 特别处理，股票简称仍为“*ST华英”； 2、叠加实施退市风险警示后，证券代码不变，仍为002321； || 河南华英农业发展股份有限公司（以下简称“公司”）于2021 年11月20日收到河南省信阳市中级人民法院（以下简称“信阳中院” || 河南华英农业发展股份有限公司（以下简称“公司”）于2021 年11月20日收到河南省信阳市中级人民法院（以下简称“信阳中院” 或“法院”）送达的（2021）豫15破申4号《民事裁定书》，法院裁 || 重整、和解或破产清算申请”的规定，公司股票将于2021年11月22 日被叠加实施退市风险警示，现将相关情况公告如下： 一、股票的种类、简称、证券代码、叠加实施退市风险警示的起 || 3、证券代码：002321 4、原实施退市风险警示的起始日：2021年4月30日 5、叠加实施退市风险警示的起始日：2021年11月22日 || 4、原实施退市风险警示的起始日：2021年4月30日 5、叠加实施退市风险警示的起始日：2021年11月22日 6、叠加实施退市风险警示后公司股票交易的日涨跌幅限制为：5% || 5、叠加实施退市风险警示的起始日：2021年11月22日 6、叠加实施退市风险警示后公司股票交易的日涨跌幅限制为：5% 二、被叠加实施退市风险警示的原因 || 第14.4.1条之第（七）项“法院依法受理公司重整、和解或破产清算 申请”的规定，公司股票将于2021年11月22日被叠加实施退市风险警 示。,待人工判定实际生效日及风险状态是否连续
002321,深圳证券交易所,华英农业,9900009334,1213174323,关于撤销相关风险警示情形暨继续被实施退市风险警示和其他风险警示的公告,*ST华英,2022-04-27,https://static.cninfo.com.cn/finalpage/2022-04-28/1213174323.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,撤销或风险类型转换,PDF文本提取成功,证券代码：002321 证券简称：*ST 华英 公告编号：2022-035 || 重要提示： 2022年4月14日，河南省信阳市中级人民法院（以下简称“信阳 中院”）裁定确定河南华英农业发展股份有限公司（以下简称“公司” || 2022年4月14日，河南省信阳市中级人民法院（以下简称“信阳 中院”）裁定确定河南华英农业发展股份有限公司（以下简称“公司” 或“华英农业”）重整计划执行完毕，并终结华英农业重整程序。公 || 或“华英农业”）重整计划执行完毕，并终结华英农业重整程序。公 司按照《深圳证券交易所股票上市规则（2022年修订）》（以下简称 “《股票上市规则》”）的相关规定于2022年4月15日向深圳证券交 || “《股票上市规则》”）的相关规定于2022年4月15日向深圳证券交 易所（以下简称“深交所”）申请撤销因触及规范类强制退市之情形 而被实施的退市风险警示，详见公司2022年4月16日对外披露的《关 || 易所（以下简称“深交所”）申请撤销因触及规范类强制退市之情形 而被实施的退市风险警示，详见公司2022年4月16日对外披露的《关 于申请撤销因触及规范类强制退市之情形而被实施的退市风险警示 || 而被实施的退市风险警示，详见公司2022年4月16日对外披露的《关 于申请撤销因触及规范类强制退市之情形而被实施的退市风险警示 暨公司股票交易继续被实施退市风险警示及其他风险警示的提示性 || 于申请撤销因触及规范类强制退市之情形而被实施的退市风险警示 暨公司股票交易继续被实施退市风险警示及其他风险警示的提示性 公告》（公告编号：2022-033）。经审核，深交所于2022年4月27日 || 公告》（公告编号：2022-033）。经审核，深交所于2022年4月27日 同意撤销对公司股票因被法院裁定受理重整而实施的退市风险警示。 一、退市风险警示情形的变更 || 施退市风险警示及其他风险警示起始日期：2022年4月28日。 二、公司目前仍涉及退市风险警示及其他风险警示的说明 || 形而被实施的退市风险警示及其他风险警示的情形，因前述风险警示 的叠加情形，公司股票简称仍为“*ST华英”，具体如下： 1、因公司2020年度财务会计报告被亚太（集团）会计师事务所 || 具了无法表示意见，根据《深圳证券交易所股票上市规则（2020年修 订）》第13.3条、第14.3.1条等规定，深交所对公司股票交易实行了 “退市风险警示”及“其他风险警示”处理。具体内容详见公司于2021 || “退市风险警示”及“其他风险警示”处理。具体内容详见公司于2021 年4月29日披露的《关于公司股票交易被实行退市风险警示且实行其 他风险警示暨停牌的公告》（公告编号：2021-029）。 || 据《深圳证券交易所股票上市规则（2020年修订）》第13.3条及第13.4 条规定，深交所于2021年11月1日起对公司股票交易叠加实施“其他 风险警示”特别处理。具体内容详见公司于2021年11月1日在指定的 || 风险警示”特别处理。具体内容详见公司于2021年11月1日在指定的 信息披露媒体披露的《关于公司股票被叠加实施其他风险警示的公 告》（公告编号：2021-070）。,待人工判定实际生效日及风险状态是否连续
002321,深圳证券交易所,华英农业,9900009334,1213807076,关于公司股票撤销退市风险警示并继续实施其他风险警示暨临时停牌的公告,*ST华英,2022-06-23,https://static.cninfo.com.cn/finalpage/2022-06-24/1213807076.PDF,风险警示,2013-01-01~2023-12-31,2026-08-06,待解析实施或撤销日期,撤销或风险类型转换,PDF文本提取成功,"证券代码：002321 证券简称：*ST华英 公告编号：2022-063 || 撤销退市风险警示及因大股东占用资金引起的其他风险警示情形并 继续实施其他风险警示的起始日为2022年6月27日。 || 撤销退市风险警示及因大股东占用资金引起的其他风险警示情形并 继续实施其他风险警示的起始日为2022年6月27日。 2、本次撤销退市风险警示及因大股东占用资金引起的其他风险 || 继续实施其他风险警示的起始日为2022年6月27日。 2、本次撤销退市风险警示及因大股东占用资金引起的其他风险 || 3、公司股票将于2022年6月24日开市起停牌一天，并于2022年6 月27日开市起复牌。 || （一）公司股票被实施风险警示的基本情况 1、公司2020年度财务会计报告被亚太（集团）会计师事务所（特 || 1、公司2020年度财务会计报告被亚太（集团）会计师事务所（特 殊普通合伙）（以下简称“亚太所”）出具了无法表示意见的审计报 || 告，根据《深圳证券交易所股票上市规则（2020年修订）》第14.3.1 条等规定，深圳证券交易所（以下简称“深交所”）于2021年4月30 || 日对公司股票交易实行“退市风险警示”处理。 2、公司2020年内部控制被亚太所出具了无法表示意见的内部控 || 第13.3条等规定，深交所于2021年4月30日对公司股票交易实行“其 他风险警示”处理。具体内容详见公司于2021年4月29日披露的《关 || 他风险警示”处理。具体内容详见公司于2021年4月29日披露的《关 于公司股票交易被实行退市风险警示且实行其他风险警示暨停牌的 || 公告》（公告编号：2021-029）。 3、公司原控股股东河南省潢川华英禽业总公司（简称“华英禽 || 实施“其他风险警示”特别处理。具体内容详见公司于2021年11月1 日在指定的信息披露媒体披露的《关于公司股票被叠加实施其他风险 || 实施“其他风险警示”特别处理。具体内容详见公司于2021年11月1 日在指定的信息披露媒体披露的《关于公司股票被叠加实施其他风险 警示的公告》（公告编号：2021-070）。 || （二）公司股票撤销风险警示的适用情形 1、公司2021年度营业收入为319,245.78万元，2021年末净资产 || 因此公司根据《股票上市规则（2022年修订）》第9.3.7条规定 向深交所申请对公司股票交易撤销退市风险警示。 || 立意见》。因此公司根据《股票上市规则（2022年修订）》第9.8.5 条第一款规定向深交所申请对公司股票交易撤销其他风险警示情形。 || 经公司第六届董事会第五十七次会议审议通过，公司已于2022 年4月28日向深交所提出撤销相应的“退市风险警示及因大股东占用 || 资金引起的其他风险警示情形”申请。2022年6月23日，深交所同意 撤销相应的退市风险警示及因大股东占用资金引起的其他风险警示 情形。 || （三）公司股票继续被实施其他风险警示的适用情形 公司2020年内部控制被亚太所出具了无法表示意见的内部控制 || 13.3条等规定，深交所于2021年4月30日对公司股票交易实行“其他 风险警示”处理。 || 因公司2021年内部控制未经会计师事务所审计，公司暂不满足申 请撤销因公司2020年内部控制被亚太所出具了无法表示意见的内部 控制审计报告而引起的其他风险警示情形的条件，公司在2022年4月 || 根据《股票上市规则（2022年修订）》相关规定，公司股票将于 2022年6月24日开市起停牌一天，并于2022年6月27日开市起复牌。",待人工判定实际生效日及风险状态是否连续
