股票代码,公司全称,年份,行业分类代码,行业分类名称,分类标准口径,业务类别指纹,口径调整勾选,业务重大变化勾选,年报链接,年报主营业务表PDF页序号,当前复核状态,上一候选年份,与上一候选年文本相似度,业务类别指纹Jaccard,行业代码是否变化,是否跨分类标准,公司名称是否变化,年份是否连续,建议复核路径,分流原因
300106,新疆西部牧业股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,乳业|水产|畜牧其他|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2018-04-03/1204576294.PDF,28,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.729192,0.6,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,乳业|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-07-16/1210500562.PDF,29,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.658078,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300106,新疆西部牧业股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,乳业|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-04-28/1213160360.PDF,34,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.668767,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2014,1.0,农业,证监会2012年修订版,农药|地产园林|果蔬初加工|种子,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233017.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.694549,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2017,1.0,农业,证监会2012年修订版,种子|粮油初加工,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233013.PDF,24,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.611394,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2020,1.0,农业,证监会2012年修订版,农药|种子|粮油初加工,不适用,不适用,https://static.cninfo.com.cn/finalpage/2021-04-28/1209836036.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.615209,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300189,海南神农种业科技股份有限公司,2021,1.0,农业,证监会2012年修订版,农药|果蔬初加工|种子|粮油初加工,不适用,不适用,https://static.cninfo.com.cn/finalpage/2022-04-09/1212855747.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.586044,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300313,新疆天山畜牧生物工程股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|畜牧其他|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-03-13/1204470167.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.790352,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300313,新疆天山畜牧生物工程股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|畜牧其他,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-04-27/1209817650.PDF,24,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.810334,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300498,温氏食品集团股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,兽药|家禽|水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2017-04-07/1203258370.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.602877,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300498,温氏食品集团股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,兽药|家禽|屠宰肉制品|水产|饲料,适用,未定位,https://static.cninfo.com.cn/finalpage/2018-04-10/1204596930.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.616792,0.8,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300498,温氏食品集团股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,兽药|家禽|水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-04-10/1206003980.PDF,34,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.718091,0.8,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300498,温氏食品集团股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,兽药|家禽|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-04-24/1207587189.PDF,24,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.751797,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300498,温氏食品集团股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,乳业|兽药|家禽|屠宰肉制品,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-04-16/1212943189.PDF,23,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.779295,0.8,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300498,温氏食品集团股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,乳业|兽药|家禽|屠宰肉制品,勾选状态待核实,勾选状态待核实,https://static.cninfo.com.cn/finalpage/2024-04-29/1219866693.PDF,32,已人工复核（第三批）,2021,0.806051,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
300511,上海雪榕生物科技股份有限公司,2020,1.0,农业,证监会2012年修订版,种植,不适用,未定位,https://static.cninfo.com.cn/finalpage/2024-04-26/1219839663.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.615315,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
300761,江苏立华食品集团股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,生猪,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2024-04-22/1219693250.PDF,26,已人工复核（第三批）,2021,0.563969,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
300967,宁夏晓鸣农牧股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,,勾选状态待核实,勾选状态待核实,https://static.cninfo.com.cn/finalpage/2024-04-19/1219670312.PDF,30,已人工复核（第三批）,2021,0.881004,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
600097,上海开创国际海洋资源股份有限公司,2014,4.0,渔业,证监会2012年修订版,地产园林|水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2015-04-30/1200946634.PDF,8,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.717063,0.5,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600097,上海开创国际海洋资源股份有限公司,2015,4.0,渔业,证监会2012年修订版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2016-04-28/1202257366.PDF,9,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.711064,0.5,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600097,上海开创国际海洋资源股份有限公司,2016,4.0,渔业,证监会2012年修订版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2017-04-20/1203332148.PDF,11,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.555514,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600097,上海开创国际海洋资源股份有限公司,2018,4.0,渔业,证监会2012年修订版,水产|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2019-04-20/1206058162.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.725487,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600097,上海开创国际海洋资源股份有限公司,2019,4.0,渔业,证监会2012年修订版,水产|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-04-18/1207527836.PDF,11,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.741544,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600097,上海开创国际海洋资源股份有限公司,2020,4.0,渔业,证监会2012年修订版,水产|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2021-04-01/1209566274.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.568987,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600097,上海开创国际海洋资源股份有限公司,2021,4.0,渔业,证监会2012年修订版,水产|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2022-04-01/1212764262.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.710517,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600097,上海开创国际海洋资源股份有限公司,2023,4.0,渔业,中国上市公司协会2023版,水产|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2024-03-29/1219441413.PDF,10,已人工复核（第四批）,2021,0.675563,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
600108,甘肃亚盛实业(集团)股份有限公司,2020,1.0,农业,证监会2012年修订版,,未定位,未定位,https://static.cninfo.com.cn/finalpage/2021-04-28/1209833234.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.802652,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600108,甘肃亚盛实业(集团)股份有限公司,2021,1.0,农业,证监会2012年修订版,,未定位,不适用,https://static.cninfo.com.cn/finalpage/2022-04-20/1212981327.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.649722,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600108,甘肃亚盛实业(集团)股份有限公司,2023,1.0,农业,中国上市公司协会2023版,,未定位,不适用,https://static.cninfo.com.cn/finalpage/2024-04-25/1219788130.PDF,10,已人工复核（第四批）,2021,0.847686,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
600257,大湖健康产业股份有限公司,2016,4.0,渔业,证监会2012年修订版,医药|水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2017-04-28/1203417570.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.579495,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600257,大湖健康产业股份有限公司,2017,4.0,渔业,证监会2012年修订版,医药|水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2018-04-28/1204821710.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.83624,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600257,大湖健康产业股份有限公司,2018,4.0,渔业,证监会2012年修订版,医药|水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2019-04-30/1206167084.PDF,11,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.676774,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600257,大湖健康产业股份有限公司,2020,4.0,渔业,证监会2012年修订版,医药|水产|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2023-07-22/1217360305.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.735204,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600257,大湖健康产业股份有限公司,2023,4.0,渔业,中国上市公司协会2023版,医药|水产|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2024-04-18/1219651824.PDF,24,已人工复核（第四批）,2021,0.720106,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
600265,云南景谷林业股份有限公司,2016,2.0,林业,证监会2012年修订版,林业,未定位,未定位,https://static.cninfo.com.cn/finalpage/2017-01-25/1203051940.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.568099,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600265,云南景谷林业股份有限公司,2018,2.0,林业,证监会2012年修订版,林业|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2019-04-30/1206167518.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.748196,0.666667,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600313,中农发种业集团股份有限公司,2016,1.0,农业,证监会2012年修订版,农药|化肥|果蔬初加工|种子|粮油初加工|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2017-05-03/1203470537.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.87492,0.833333,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600313,中农发种业集团股份有限公司,2017,1.0,农业,证监会2012年修订版,农药|化肥|果蔬初加工|种子|粮油初加工|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2018-04-27/1204805337.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.807424,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600313,中农发种业集团股份有限公司,2020,1.0,农业,证监会2012年修订版,农药|化肥|种子|粮油初加工|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2021-04-14/1209681003.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.747729,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600313,中农发种业集团股份有限公司,2021,1.0,农业,证监会2012年修订版,农药|化肥|种子|粮油初加工|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2022-03-31/1212742020.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.896058,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600354,甘肃省敦煌种业集团股份有限公司,2016,1.0,农业,证监会2012年修订版,种子,未定位,未定位,https://static.cninfo.com.cn/finalpage/2017-04-28/1203417719.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.652248,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600354,甘肃省敦煌种业集团股份有限公司,2019,1.0,农业,证监会2012年修订版,果蔬初加工|种子|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-03-20/1207387346.PDF,11,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.644994,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600359,新疆塔里木农业综合开发股份有限公司,2018,1.0,农业,证监会2012年修订版,乳业|农药|地产园林|林业|畜牧其他|种子|种植|粮油初加工,未定位,未定位,https://static.cninfo.com.cn/finalpage/2019-03-28/1205947730.PDF,11,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.7111,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600359,新疆塔里木农业综合开发股份有限公司,2019,1.0,农业,证监会2012年修订版,乳业|农药|地产园林|林业|种子|粮油初加工,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-04-30/1207689907.PDF,11,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.666405,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600359,新疆塔里木农业综合开发股份有限公司,2020,1.0,农业,证监会2012年修订版,乳业|农药|地产园林|林业|粮油初加工,未定位,未定位,https://static.cninfo.com.cn/finalpage/2021-06-02/1210140909.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.852878,0.833333,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600359,新疆塔里木农业综合开发股份有限公司,2021,1.0,农业,证监会2012年修订版,乳业|农药|地产园林|林业|粮油初加工,未定位,未定位,https://static.cninfo.com.cn/finalpage/2022-04-30/1213269166.PDF,11,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.674302,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600371,万向德农股份有限公司,2017,1.0,农业,证监会2012年修订版,种子,未定位,未定位,https://static.cninfo.com.cn/finalpage/2018-04-21/1204673558.PDF,11,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.708733,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600371,万向德农股份有限公司,2018,1.0,农业,证监会2012年修订版,种子,未定位,未定位,https://static.cninfo.com.cn/finalpage/2019-04-20/1206061860.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.727045,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600371,万向德农股份有限公司,2019,1.0,农业,证监会2012年修订版,种子,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-04-29/1207653987.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.7023,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600371,万向德农股份有限公司,2020,1.0,农业,证监会2012年修订版,种子,未定位,未定位,https://static.cninfo.com.cn/finalpage/2021-04-27/1209809737.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.739627,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600371,万向德农股份有限公司,2021,1.0,农业,证监会2012年修订版,种子,未定位,不适用,https://static.cninfo.com.cn/finalpage/2022-04-19/1212957177.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.720924,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600467,山东好当家海洋发展股份有限公司,2014,4.0,渔业,证监会2012年修订版,地产园林|水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2015-04-25/1200906321.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.635898,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600467,山东好当家海洋发展股份有限公司,2016,4.0,渔业,证监会2012年修订版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2017-05-23/1203554147.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.69745,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600467,山东好当家海洋发展股份有限公司,2017,4.0,渔业,证监会2012年修订版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2018-05-12/1204932440.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.663292,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600467,山东好当家海洋发展股份有限公司,2018,4.0,渔业,证监会2012年修订版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2019-04-26/1206098857.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.718038,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600467,山东好当家海洋发展股份有限公司,2019,4.0,渔业,证监会2012年修订版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-05-07/1207708446.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.689481,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600467,山东好当家海洋发展股份有限公司,2020,4.0,渔业,证监会2012年修订版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2021-04-24/1209787362.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.851882,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600467,山东好当家海洋发展股份有限公司,2021,4.0,渔业,证监会2012年修订版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2022-04-26/1213099997.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.696624,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600467,山东好当家海洋发展股份有限公司,2023,4.0,渔业,中国上市公司协会2023版,水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2024-04-25/1219786818.PDF,13,已人工复核（第四批）,2021,0.722792,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
600506,统一低碳科技(新疆)股份有限公司,2016,1.0,农业,证监会2012年修订版,,未定位,未定位,https://static.cninfo.com.cn/finalpage/2018-05-10/1204926780.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.671352,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600506,统一低碳科技(新疆)股份有限公司,2017,1.0,农业,证监会2012年修订版,,未定位,未定位,https://static.cninfo.com.cn/finalpage/2018-04-11/1204600387.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.68432,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600506,统一低碳科技(新疆)股份有限公司,2019,1.0,农业,证监会2012年修订版,种植,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-04-18/1207523733.PDF,10,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.783731,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600506,统一低碳科技(新疆)股份有限公司,2020,1.0,农业,证监会2012年修订版,种植|粮油初加工,未定位,未定位,https://static.cninfo.com.cn/finalpage/2021-04-27/1209808182.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.719583,0.5,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600540,新疆赛里木现代农业股份有限公司,2016,1.0,农业,证监会2012年修订版,粮油初加工,未定位,未定位,https://static.cninfo.com.cn/finalpage/2017-06-06/1203589810.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.734542,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600540,新疆赛里木现代农业股份有限公司,2019,1.0,农业,证监会2012年修订版,粮油初加工,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-04-29/1207668099.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.815295,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600540,新疆赛里木现代农业股份有限公司,2021,1.0,农业,证监会2012年修订版,粮油初加工|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2022-04-28/1213168826.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.727388,0.5,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600598,黑龙江北大荒农业股份有限公司,2018,1.0,农业,证监会2012年修订版,化肥|地产园林,未定位,未定位,https://static.cninfo.com.cn/finalpage/2019-04-04/1205991797.PDF,11,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.599925,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600965,河北福成五丰食品股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,乳业|屠宰肉制品|畜牧其他,未定位,未定位,https://static.cninfo.com.cn/finalpage/2015-03-28/1200757012.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.700028,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600965,河北福成五丰食品股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,乳业|屠宰肉制品|畜牧其他|种植,未定位,未定位,https://static.cninfo.com.cn/finalpage/2018-03-28/1204524284.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.738447,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600965,河北福成五丰食品股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,乳业|屠宰肉制品|畜牧其他|种植,未定位,未定位,https://static.cninfo.com.cn/finalpage/2019-03-30/1205968345.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.562111,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600975,湖南新五丰股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,地产园林|屠宰肉制品|生猪|畜牧其他|贸易零售|饲料,未定位,未定位,https://static.cninfo.com.cn/finalpage/2015-04-30/1200948765.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.670424,0.857143,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600975,湖南新五丰股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,屠宰肉制品|生猪|畜牧其他|贸易零售|饲料,未定位,未定位,https://static.cninfo.com.cn/finalpage/2017-04-28/1203416866.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.565872,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600975,湖南新五丰股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,屠宰肉制品|生猪|畜牧其他|贸易零售|饲料,未定位,未定位,https://static.cninfo.com.cn/finalpage/2018-03-24/1204510963.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.571359,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600975,湖南新五丰股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,屠宰肉制品|生猪|畜牧其他|贸易零售|饲料,未定位,未定位,https://static.cninfo.com.cn/finalpage/2019-03-26/1205937427.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.882949,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600975,湖南新五丰股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,屠宰肉制品|生猪|畜牧其他|贸易零售|饲料,未定位,未定位,https://static.cninfo.com.cn/finalpage/2020-04-14/1207491867.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.781739,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
600975,湖南新五丰股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,屠宰肉制品|生猪|畜牧其他|贸易零售|饲料,未定位,未定位,https://static.cninfo.com.cn/finalpage/2021-03-16/1209385266.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.637483,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
601118,海南天然橡胶产业集团股份有限公司,2017,1.0,农业,证监会2012年修订版,林业|贸易零售,未定位,未定位,https://static.cninfo.com.cn/finalpage/2024-04-30/1219927686.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.622123,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
603477,乐山巨星农牧股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,兽药|医药|生猪|饲料,未定位,未定位,https://static.cninfo.com.cn/finalpage/2024-03-23/1219388580.PDF,19,已人工复核（第四批）,2021,0.643266,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
