stock_code,year,current_legal_full_name,current_short_name,exchange_final,list_date_final,legal_name_review_status,entry_basis,name_source_url,name_effective_basis,delisting_date,delisting_source_url,industry_entry_candidate,industry_period_short_name,industry_source_period,industry_code,industry_name,industry_period_st_flag,industry_source_agency,industry_classification_standard,industry_local_source_file,industry_sample_status,leading_identity_verified_candidate,official_name_evidence,evidence_event_year,evidence_event_type,moa_source_url,identity_source_url,identity_basis,leading_candidate_status,st_review_status,entry_pool_status,st_any_time_in_year_verified,st_at_year_end_verified,st_interval_source_url,st_interval_end_source_url,st_interval_status,st_audit_status,delisting_arrangement_in_year_verified,delisting_arrangement_source_url
600975,2020,湖南新五丰股份有限公司,新五丰,上海证券交易所,20040609,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,新五丰,2020Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核,1,湖南新五丰股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
601118,2020,海南天然橡胶产业集团股份有限公司,海南橡胶,上海证券交易所,20110107,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,海南橡胶,2020Q4,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核,1,海南天然橡胶产业集团股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
601933,2020,永辉超市股份有限公司,永辉超市,上海证券交易所,20101215,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,永辉超市股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
601996,2020,广西丰林木业集团股份有限公司,丰林集团,上海证券交易所,20110929,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,广西丰林木业集团股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
603156,2020,河北养元智汇饮品股份有限公司,养元饮品,上海证券交易所,20180212,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,河北养元智汇饮品股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
603317,2020,四川天味食品集团股份有限公司,天味食品,上海证券交易所,20190416,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,四川天味食品集团股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
603336,2020,宏辉果蔬股份有限公司,宏辉果蔬,上海证券交易所,20161124,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,宏辉果蔬股份有限公司,2020,replacement,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
603345,2020,安井食品集团股份有限公司,安井食品,上海证券交易所,20170222,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,福建安井食品股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://static.cninfo.com.cn/finalpage/2022-03-09/1212526427.PDF,发行情况报告将当前公司明确释义为曾用旧全称的同一发行人,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
603477,2020,乐山巨星农牧股份有限公司,巨星农牧,上海证券交易所,20171218,交易所当前法人主表已覆盖,行业分类候选,,,,,1,巨星农牧,2020Q4,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2020Q4.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
603517,2020,绝味食品股份有限公司,ST绝味,上海证券交易所,20170317,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,绝味食品股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
603668,2020,福建天马科技集团股份有限公司,天马科技,上海证券交易所,20170117,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,福建天马科技集团股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
603708,2020,家家悦集团股份有限公司,家家悦,上海证券交易所,20161213,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,家家悦集团股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
605179,2020,浙江一鸣食品股份有限公司,一鸣食品,上海证券交易所,20201228,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,浙江一鸣食品股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
605198,2020,烟台北方安德利果汁股份有限公司,安德利,上海证券交易所,20200918,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,烟台北方安德利果汁股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
605338,2020,中饮巴比食品股份有限公司,巴比食品,上海证券交易所,20201012,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,中饮巴比食品股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://query.sse.com.cn/commonQuery.do?sqlId=COMMON_SSE_CP_GPJCTPZ_GPLB_GP_L,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000423,2021,东阿阿胶股份有限公司,东阿阿胶,深圳证券交易所,1996-07-29,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,东阿阿胶股份有限公司,2019,recognition,https://www.moa.gov.cn/nybgb/2019/201912/202004/P020200410023357640054.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000423,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000538,2021,云南白药集团股份有限公司,云南白药,深圳证券交易所,1993-12-15,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,云南白药集团股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000538,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000568,2021,泸州老窖股份有限公司,泸州老窖,深圳证券交易所,1994-05-09,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,泸州老窖股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000568,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000592,2021,中福海峡（平潭）发展股份有限公司,平潭发展,深圳证券交易所,1996-03-27,交易所当前法人主表已覆盖,行业分类候选,,,,,1,平潭发展,2021Q3,02,林业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000623,2021,吉林敖东药业集团股份有限公司,吉林敖东,深圳证券交易所,1996-10-28,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,吉林敖东药业集团股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000623,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000713,2021,国投丰乐种业股份有限公司,国投丰乐,深圳证券交易所,1997-04-22,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,丰乐种业,2021Q3,05,农林牧渔服务业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,1,合肥丰乐种业股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://static.cninfo.com.cn/finalpage/2025-08-30/1224620910.PDF,半年度报告明确当前公司曾用名单名称且证券代码保持000713,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000735,2021,罗牛山股份有限公司,罗 牛 山,深圳证券交易所,1997-06-11,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,罗牛山,2021Q3,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,1,罗牛山股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000735,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000798,2021,中水集团远洋股份有限公司,中水渔业,深圳证券交易所,1998-02-12,交易所当前法人主表已覆盖,行业分类候选,,,,,1,中水渔业,2021Q3,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000848,2021,承德露露股份公司,承德露露,深圳证券交易所,1997-11-13,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,河北承德露露股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://static.cninfo.com.cn/finalpage/2022-04-12/1212884374.PDF,上市公司公告列明由旧全称变更为当前全称；证券代码不变,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000860,2021,北京顺鑫农业股份有限公司,顺鑫农业,深圳证券交易所,1998-11-04,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,北京顺鑫农业股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000860,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000910,2021,大亚圣象家居股份有限公司,大亚圣象,深圳证券交易所,1999-06-30,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,大亚圣象家居股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000910,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
000998,2021,袁隆平农业高科技股份有限公司,隆平高科,深圳证券交易所,2000-12-11,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,隆平高科,2021Q3,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,1,袁隆平农业高科技股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000998,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
001201,2021,东瑞食品集团股份有限公司,东瑞股份,深圳证券交易所,2021-04-28,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,东瑞股份,2021Q3,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,1,东瑞食品集团股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=001201,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002041,2021,山东登海种业股份有限公司,登海种业,深圳证券交易所,2005-04-18,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,登海种业,2021Q3,01,农业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,1,山东登海种业股份有限公司,2019,recognition,https://www.moa.gov.cn/nybgb/2019/201912/202004/P020200410023357640054.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002041,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002069,2021,獐子岛集团股份有限公司,獐子岛,深圳证券交易所,2006-09-28,交易所当前法人主表已覆盖,行业分类候选,,,,,1,獐子岛,2021Q3,04,渔业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002086,2021,山东东方海洋科技股份有限公司,东方海洋,深圳证券交易所,2006-11-28,交易所当前法人主表已覆盖,行业分类候选,,,,,1,*ST东洋,2021Q3,04,渔业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：是,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,是,是,https://static.cninfo.com.cn/finalpage/2019-02-15/1205834790.PDF,,样本期内起点已核实_终点待闭合,已由法定公告核实本年存在ST风险警示,,
002100,2021,天康生物股份有限公司,天康生物,深圳证券交易所,2006-12-26,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,天康生物股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002100,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002124,2021,天邦食品股份有限公司,天邦食品,深圳证券交易所,2007-04-03,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,天邦股份,2021Q3,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,1,天邦食品股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002124,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002157,2021,江西正邦科技股份有限公司,正邦科技,深圳证券交易所,2007-08-17,交易所当前法人主表已覆盖,行业分类候选,,,,,1,正邦科技,2021Q3,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002166,2021,桂林莱茵生物科技股份有限公司,莱茵生物,深圳证券交易所,2007-09-13,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,桂林莱茵生物科技股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002166,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002200,2021,云南交投生态科技股份有限公司,交投生态,深圳证券交易所,2007-12-21,交易所当前法人主表已覆盖,行业分类候选,,,,,1,ST云投,2021Q3,02,林业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：是,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,是,是,https://static.cninfo.com.cn/finalpage/2019-04-25/1206090426.PDF,,样本期内起点已核实_终点待闭合,已由法定公告核实本年存在ST风险警示,,
002216,2021,三全食品股份有限公司,三全食品,深圳证券交易所,2008-02-20,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,三全食品股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002216,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002234,2021,山东民和牧业股份有限公司,民和股份,深圳证券交易所,2008-05-16,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,民和股份,2021Q3,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,1,山东民和牧业股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002234,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002286,2021,保龄宝生物股份有限公司,保龄宝,深圳证券交易所,2009-08-28,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,保龄宝生物股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002286,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002299,2021,福建圣农发展股份有限公司,圣农发展,深圳证券交易所,2009-10-21,交易所当前法人主表已覆盖,行业分类候选,,,,,1,圣农发展,2021Q3,03,畜牧业,否,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,0,,,,,,,,已由当期行业分类证券简称标记：否,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002311,2021,广东海大集团股份有限公司,海大集团,深圳证券交易所,2009-11-27,交易所当前法人主表已覆盖,龙头企业身份核实候选,,,,,0,,,,,,,,,,1,广东海大集团股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002311,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,待从公司年度证券状态来源核实,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,,,,,,年度ST区间待核实,,
002321,2021,河南华英农业发展股份有限公司,华英农业,深圳证券交易所,2009-12-16,交易所当前法人主表已覆盖,行业分类候选+龙头企业身份核实候选,,,,,1,*ST华英,2021Q3,03,畜牧业,是,中国证监会,《上市公司行业分类指引》（2012年修订）,2021Q3.pdf,候选待年报复核,1,河南华英农业发展股份有限公司,2020,monitor_pass,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002321,当前交易所法人全称与官方名单标准化后完全一致,身份关系已核实候选；ST、退市时点及资格缺口仍待处理,已由当期行业分类证券简称标记：是,入口候选，非最终样本；仍须复核主营业务、涉农收入占比、ST/退市状态及核心变量缺失,是,是,https://static.cninfo.com.cn/finalpage/2021-04-29/1209860413.PDF,https://static.cninfo.com.cn/finalpage/2023-06-06/1216994176.PDF,区间已闭合,已由法定公告核实本年存在ST风险警示,,
